T,E,M,C,X
1.5,-0.9986542222222204,0.999324,0.0024439542062787544,0.000931567803490907
1.54,-0.9983266172839496,0.9991588148148148,0.0029620468975764995,0.001166259161519437
1.58,-0.997925234567899,0.998956,0.003515628590048188,0.0014238315975202151
1.62,-0.9499209876543219,0.19977481481481482,0.007652903435029686,0.007849327846402665
1.6600000000000001,-0.9970040987654296,0.998488962962963,0.0045952929830804234,0.001963748237982824
1.7000000000000002,-0.9964049876543174,0.9981845185185185,0.004802497095904944,0.002131234770572251
1.7400000000000002,-0.9957609382716022,0.9978586666666667,0.005295581799180145,0.0023905948057353237
1.7800000000000002,-0.9950200987654306,0.997480962962963,0.006361094671889645,0.002958547732949105
1.8200000000000003,-0.9942337777777773,0.9970787407407408,0.0076494060716743705,0.003666424990924597
1.8600000000000003,-0.9932037037037039,0.9965525185185184,0.008049692471910962,0.003929455914492067
1.9000000000000004,-0.9923620740740746,0.9961195555555555,0.008752637747680012,0.004400234230208871
1.9400000000000004,-0.9911182716049374,0.995481037037037,0.009468247961991987,0.004885220620316121
1.9800000000000004,-0.9899242469135797,0.9948634814814815,0.011719285296762787,0.006206161689455385
2.0200000000000005,-0.9885201481481488,0.9941389629629629,0.011381873079592562,0.006210386799475508
2.0600000000000005,-0.987085086419753,0.9933885185185185,0.011864687783908394,0.0067211776342128784
2.1000000000000005,-0.9854161481481482,0.992524,0.014403220080162597,0.008263176295302052
2.1400000000000006,-0.9837213333333329,0.9916397037037037,0.015417517030275458,0.009137383454017422
2.1800000000000006,-0.9818992592592592,0.9906888148148147,0.016586103001834603,0.010044553109264177
2.2200000000000006,-0.9799054320987645,0.9896451851851852,0.018890639404339434,0.0117047647657822
2.2600000000000007,-0.9775871604938278,0.9884098518518518,0.018336079502834706,0.011739554965407049
2.3000000000000007,-0.9753763456790131,0.9872441481481481,0.02079412957043487,0.013773680129025188
2.3400000000000007,-0.9729113086419744,0.9859361481481481,0.021370387920584242,0.01430104185002965
2.380000000000001,-0.9698454320987662,0.9842863703703704,0.02205713773839883,0.015057332338907109
2.420000000000001,-0.9672836543209867,0.9829091111111111,0.026553314150163678,0.018976582247308787
2.460000000000001,-0.964135555555554,0.9812244444444445,0.024793807290777996,0.01812340259180277
2.500000000000001,-0.9607321975308628,0.9793638518518518,0.029047351547051202,0.021769141094409854
