T,E,M,C,X
3.5,-0.79988310617284,0.8806936074074073,0.08440494224843711,0.14627401572319546
3.5025,-0.7992207851851844,0.8802226296296296,0.08743336139682689,0.15311858595455588
3.505,-0.7985395703703713,0.8798088296296296,0.0842744884233223,0.14760799578793074
3.5075,-0.7979170666666693,0.8793411629629629,0.08666230664656979,0.15380813503131424
3.51,-0.7972359604938306,0.8788811481481481,0.08573613272498294,0.15259151119955064
3.5125,-0.7966136246913617,0.8784567111111111,0.08935107494912495,0.15892752870259427
3.515,-0.7956744691358025,0.8777762592592592,0.08492011331328814,0.1507903979295516
3.5175,-0.7951139012345677,0.8773951407407407,0.08555357158648523,0.15316465609328317
3.52,-0.7946969283950581,0.8771269925925925,0.09029910681126631,0.16127219827860081
3.5225,-0.7939705629629633,0.876603237037037,0.08439197786021319,0.15207086924418564
3.525,-0.7928440592592625,0.8758276222222222,0.08779333342253157,0.15853828444547707
3.5275,-0.7926389432098732,0.8756882592592592,0.08637802532700224,0.15563001924027403
3.53,-0.7920209333333333,0.8752543407407407,0.08988279901107339,0.16285843628345067
3.5325,-0.7914243654320979,0.8748824296296296,0.08870995682434779,0.16054334809792065
3.535,-0.7905813481481452,0.8742387037037037,0.08791871622450159,0.1607255610274948
3.5375,-0.7900701679012349,0.8738884444444444,0.08765682209722023,0.15910476907596566
3.54,-0.7892598567901219,0.8733408518518518,0.09445342128444892,0.17236947468759842
3.5425,-0.7885983358024672,0.872881074074074,0.08709179874504437,0.1596932389960991
3.545,-0.787878711111108,0.8723586666666666,0.08899730730740361,0.16332656891040545
3.5475,-0.7870910962962953,0.8718060740740741,0.0890223151543072,0.1644678506419772
3.55,-0.7776791604938281,0.8273008888888889,1.6206921896009605,137.44365549320028
3.5525,-0.7856440000000003,0.8707785037037037,0.09332146442237339,0.17302543139565252
3.555,-0.7852346271604969,0.8704914666666667,0.09078804402177634,0.17070149834886383
3.5575,-0.7847671456790091,0.870174,0.09136440221478802,0.17069017877658266
3.56,-0.7839631160493832,0.8695961703703703,0.088426646457875,0.1643861284862672
3.5625,-0.7831276790123453,0.8690203555555556,0.09330138211388217,0.17353355416644103
3.565,-0.782627945679012,0.8686837037037036,0.0903044055102479,0.1700243602801855
3.5675,-0.7817675604938261,0.8680549185185185,0.0886880072525887,0.16850751698472013
3.57,-0.781237204938273,0.8676851629629629,0.09164717471644013,0.1746954601255594
3.5725,-0.7804275012345712,0.8671095999999999,0.09452231754093157,0.17882355998428748
3.575,-0.77997359506173,0.8667961037037036,0.09209036575509842,0.17546646747375036
3.5775,-0.7789870320987627,0.8661021407407407,0.09270794261192368,0.17812195086183322
3.58,-0.7785610518518524,0.8658143333333334,0.09294751212622766,0.17739111766248078
3.5825,-0.7778193728395081,0.8652572814814814,0.09205337351068965,0.1764965945541526
3.585,-0.7770796987654286,0.864732237037037,0.09615727664922633,0.18530566335084714
3.5875,-0.7765246765432106,0.8643242074074073,0.09496250966877626,0.18340245279777984
3.59,-0.7759083604938253,0.8639112740740741,0.09550989632113549,0.18508122047426603
3.5925,-0.7748800543209864,0.8631364444444444,0.09309200705383112,0.1815024608307568
3.595,-0.7741421827160484,0.8626150296296295,0.0927783230567115,0.1825121702249981
3.5975,-0.773372227160495,0.862099762962963,0.0973607348094032,0.19116926380347227
3.6,-0.7727953333333357,0.8616335333333333,0.0961085493410489,0.1901911572460651
3.6025,-0.7721473975308631,0.8611965851851852,0.09184665178397139,0.182058895878275
3.605,-0.771420019753084,0.8606404814814814,0.09511513720073536,0.18782302507130078
3.6075,-0.7708950814814801,0.8602966740740741,0.09182706475067672,0.18084961157379256
3.61,-0.7701827999999968,0.8597832666666666,0.09625545137270557,0.1884270773761099
3.6125,-0.7692049876543207,0.859063837037037,0.09167381096305131,0.18451470252594535
3.615,-0.7686459160493829,0.8586505999999999,0.093255289192327,0.18624137917926073
3.6175,-0.768067209876543,0.8582663777777777,0.09763347009615528,0.19597955877131107
3.62,-0.7671473530864178,0.8575935851851851,0.09783800140331837,0.19646823898532484
3.6225,-0.7663148000000002,0.856986525925926,0.09758459084416489,0.19712382430120565
3.625,-0.7656049777777781,0.8564601629629629,0.0953977015590645,0.19576271653179367
3.6275,-0.7652371950617272,0.8562168888888888,0.09663444702708752,0.19681663076506595
3.63,-0.764248938271606,0.8554662666666666,0.09831523418620569,0.2008574557547251
3.6325,-0.7634335308641952,0.8549012148148147,0.09525855232778888,0.1945945322634162
3.635,-0.7627030765432109,0.854323474074074,0.09611248008556719,0.19787825292168174
3.6375,-0.7617505876543209,0.8536633703703703,0.09480105849415414,0.1957217428818844
3.64,-0.761228222222222,0.8532739185185185,0.10139974043220397,0.2125341609616253
3.6425,-0.7606357135802472,0.8528361629629629,0.09872663375138765,0.20313943676049992
3.645,-0.760159091358025,0.8525133259259259,0.10120249784715862,0.21074065478659615
3.6475,-0.75908252345679,0.8516780148148148,0.10102373672213717,0.21222938610998193
3.65,-0.7582602864197518,0.8510899703703704,0.09996044486479173,0.20796489684458994
3.6525,-0.7575863654320959,0.8506004222222222,0.09689306399159167,0.2022057800059472
3.655,-0.7187359506172825,0.5873130814814814,4.1868572582730215,738.2687605229662
3.6575,-0.7561191506172832,0.8495334222222222,0.10036774092912183,0.21099546920433823
3.66,-0.7554557432098786,0.8490434,0.10327683962772742,0.21643504232749158
3.6625,-0.7546425827160463,0.8484646444444444,0.10118201433423445,0.21496481695824302
3.665,-0.7538244197530882,0.8478399037037037,0.09786505978087373,0.2068676340433745
3.6675,-0.7530626172839513,0.8472479703703704,0.10144240702291643,0.2197940699854071
3.67,-0.7526532790123449,0.8469703333333333,0.10036981928359003,0.21775427590979504
3.6725,-0.7516353432098746,0.8462025259259259,0.10275290522912378,0.22051726582757603
3.675,-0.7505447358024713,0.845354711111111,0.10104381310327021,0.220571586211429
3.6775,-0.7502913333333325,0.8452063851851852,0.10132328095923872,0.22153934645544857
3.68,-0.7494056691358036,0.8445483555555555,0.10523972438533126,0.22935896747541212
3.6825,-0.7484146320987617,0.843801074074074,0.1009530684006725,0.2174384024433867
3.685,-0.7479469975308645,0.8434675111111111,0.10270183512343363,0.22577985343449872
3.6875,-0.7470093234567892,0.8427513999999999,0.10324647295478967,0.2275226673898603
3.69,-0.746245856790124,0.8421860222222222,0.10141233370780589,0.22738732801066325
3.6925,-0.7457438419753105,0.8418501555555555,0.1003189902670148,0.2214771834855597
3.695,-0.7448460148148136,0.841131237037037,0.10353752545818974,0.23115720657073466
