T,E,M,C,X
3.5,-0.7997054320987681,0.8805680416666667,0.08554614607805423,0.14971785549486022
3.5075,-0.7979930061728404,0.8793878472222222,0.08448653974750475,0.14866050349587293
3.515,-0.795839,0.8779169351851852,0.08604366366172754,0.15285842236648756
3.5225,-0.7939812006172855,0.8766117407407408,0.084384226773805,0.1515087844176658
3.53,-0.7921100185185156,0.8753383518518518,0.08988008653145894,0.16215755052739397
3.5375,-0.7900318981481433,0.8738724398148148,0.08967939752801266,0.16399844273778383
3.545,-0.7879844228395035,0.8724340231481481,0.08961426199788403,0.1647989822308433
3.5525,-0.7858529228395081,0.8709422685185185,0.09041917597808741,0.1675611833851217
3.56,-0.7838042746913574,0.8695047175925926,0.09296862187922983,0.17313807385118013
3.5675,-0.7818194166666667,0.868115625,0.08968811702531744,0.16950586471924775
3.575,-0.7798891203703718,0.8667166203703703,0.09341061954942209,0.1766635367121316
3.5825,-0.7775980617283973,0.8650944351851851,0.09273673786898956,0.17811990157017532
3.59,-0.7755575123456793,0.8636387592592593,0.09148724937279219,0.17631398165923762
3.5975,-0.7734466049382671,0.8621335092592592,0.09482381459274104,0.1836811394938022
3.605,-0.7712507777777754,0.8605448796296297,0.09393441459352415,0.18410595280650954
3.6125,-0.7693441049382714,0.8591794814814815,0.09345205761922896,0.18788029512758675
3.62,-0.7670993919753092,0.8575389166666666,0.09787320137582331,0.1977758356367218
3.6275,-0.7647314722222208,0.8558024861111111,0.09769714015028151,0.19810749361682095
3.635,-0.7626103364197554,0.8542837222222222,0.09974161341249266,0.20643734005090889
3.6425,-0.7604097839506132,0.8526851018518519,0.10052999421663875,0.20904462484721326
3.65,-0.7583768302469107,0.8511791203703704,0.09930245153009376,0.2088260140191454
3.6575,-0.7562452098765405,0.8496180879629629,0.10076390263238136,0.2147100390909368
3.665,-0.7539131481481468,0.84790775,0.09937452344289233,0.21158109908532174
3.6725,-0.7516612993827166,0.8462203194444444,0.10225858220100406,0.21996584824050877
3.68,-0.7493774506172859,0.8445304166666666,0.09950822405228994,0.21404500589102574
3.6875,-0.7470279537037049,0.8427515555555556,0.10299892635564932,0.22528614409729616
3.695,-0.7447753611111114,0.8410870231481481,0.10122187659285023,0.2249049741961629
3.7025,-0.7425122993827131,0.8393864259259259,0.10119873348430103,0.22781210456525805
3.71,-0.7401070925925942,0.83754925,0.1064929036825176,0.24151795953439234
3.7175,-0.7377177160493803,0.8357691435185185,0.10501185611854935,0.2412904918791708
3.725,-0.7355169845679018,0.8340777916666666,0.10405523112937642,0.24045554736250974
3.7325,-0.7332874629629611,0.832373199074074,0.10668672093211995,0.2505994435176843
3.74,-0.7306373981481481,0.8303056296296296,0.10968703748369905,0.2592555159245095
3.7475,-0.7282097932098756,0.8284896111111111,0.10605277829662145,0.2541797477418412
3.755,-0.7258377592592629,0.8266279629629629,0.10745811928830631,0.26096701662603505
3.7625,-0.7233264660493829,0.8246897962962962,0.10901082504626387,0.2668910496471762
3.77,-0.7205955833333292,0.8225313472222222,0.10992401424255624,0.27398974145847543
3.7775,-0.7184214012345652,0.8208504722222222,0.11099584371159747,0.2769233387094275
3.785,-0.7158263179012369,0.8187948240740741,0.11011332035222816,0.2786438982029349
3.7925,-0.713237700617285,0.81675125,0.11327362300523094,0.28838752893637065
3.8,-0.710982617283951,0.8149646990740741,0.11710761474656323,0.3045675639077672
3.8075,-0.6911180524691347,0.6961016851851852,2.4621735718907978,426.40957425874626
3.815,-0.7056466388888898,0.8107050046296296,0.11531730216190639,0.3074406948101403
3.8225,-0.7031747376543211,0.8087041527777777,0.11944141873956259,0.3207998532432825
3.83,-0.7004599691358012,0.8064803842592593,0.11675386373909134,0.31689663592355316
3.8375,-0.6981398086419752,0.8045899259259259,0.11757083248900528,0.32492484800867943
3.8449999999999998,-0.695374299382715,0.8023549398148148,0.11846035519615908,0.33114210056101356
3.8525,-0.6929498055555575,0.8003802083333333,0.12134881375778986,0.3410780703829705
3.86,-0.6898450833333383,0.7978143333333333,0.120073627888834,0.34398130710872193
3.8675,-0.6871486666666751,0.7955765694444444,0.1199186020205997,0.34848049827346406
3.875,-0.6845110401234565,0.7933631898148148,0.12109533750014058,0.3567485391385778
3.8825,-0.6818161944444471,0.7910702592592592,0.12147556368103608,0.35831763982290527
3.89,-0.678878638888885,0.7886188749999999,0.12343780796663882,0.36854080909789494
3.8975,-0.6761515246913566,0.7863036851851851,0.1272280463229867,0.3894896129900193
3.905,-0.6736637530864217,0.7841754166666667,0.12532550901262907,0.3912261055300827
3.9125,-0.6705659104938276,0.7815105925925926,0.12481789429306725,0.39137101600157875
3.92,-0.6678771666666666,0.7792661898148148,0.1274656509487035,0.4053946970478657
3.9275,-0.6646648456790093,0.7764600231481481,0.12896212203326365,0.4225092423166238
3.935,-0.6617996388888882,0.7738995231481481,0.1267089451795579,0.411311135205897
3.9425,-0.6590910277777763,0.7716180092592593,0.12539158279073384,0.41650742445286953
3.95,-0.6561337623456807,0.7689864537037037,0.13002523975562372,0.4412352154740571
3.9575,-0.6448453086419739,0.7035382731481481,1.3130739774626357,266.5135022719484
3.965,-0.6503703487654309,0.763893537037037,0.1314185680067626,0.45296372196988394
3.9725,-0.6473428302469153,0.7611049305555555,0.13055069060362526,0.4635886899384447
3.98,-0.6440594444444411,0.7581592546296296,0.13521526659144867,0.4836963738432758
3.9875,-0.6413098950617306,0.7557091851851852,0.1336516751166129,0.49061786234814925
3.995,-0.637923796296298,0.7525529305555555,0.1356448075524654,0.4981267184724247
4.0024999999999995,-0.6347808796296308,0.7497471620370371,0.1351031427255269,0.49703815626556763
4.01,-0.6320662746913582,0.7471236805555556,0.13663512496058225,0.5224114397876072
4.0175,-0.6291950370370379,0.7445924768518518,0.1328090161967262,0.5054693240279168
4.025,-0.6257572006172818,0.7412959166666666,0.1406156365790803,0.5525161619816967
4.0325,-0.6226368888888902,0.7382767175925926,0.13773922749088843,0.5594541279574208
4.04,-0.6193948950617267,0.7352463287037037,0.14123641927098712,0.5758025336296786
4.0475,-0.616530669753089,0.7325128518518519,0.14198292116119499,0.5920469662914276
4.055,-0.6131471080246937,0.7292142083333333,0.14338896766545509,0.6043812046193908
4.0625,-0.6093328641975302,0.7255141898148147,0.14766579508990846,0.6430135962965254
4.07,-0.606418577160495,0.7225270787037037,0.15120442207572177,0.6651301832403022
4.0775,-0.6027034074074092,0.7189709768518519,0.14959258076882048,0.663903907493441
4.085,-0.5998651358024695,0.7161390138888889,0.14327794078793538,0.6524829043145014
4.0925,-0.5960129999999999,0.7122399953703703,0.14518799328270457,0.6783686325393132
4.1,-0.5926501265432094,0.7088633935185185,0.15760935340413088,0.7516395654424631
4.1075,-0.5894510370370382,0.7054808472222223,0.1498478251877987,0.7242737806863097
4.115,-0.5860671450617294,0.7020845046296296,0.15820425894302398,0.7836408257565559
4.1225,-0.5825299629629629,0.6983673842592593,0.1541210539022485,0.7749342070810031
4.13,-0.5791969104938284,0.6950103055555555,0.1500429940664749,0.7668449115051102
4.1375,-0.5753089259259243,0.690812412037037,0.157362332079555,0.8178765003690235
4.145,-0.5718227654320993,0.6870570138888888,0.16039922769134687,0.8747265766826
4.1525,-0.5684694537037047,0.6835905648148148,0.16487128360448763,0.8940152697311967
4.16,-0.5650688734567902,0.6798093888888889,0.1585224077078788,0.8677342195566184
4.1675,-0.5610071358024704,0.675317287037037,0.16668942160333391,0.9555458890027089
4.175,-0.5576989135802474,0.6716354861111111,0.17088267441815502,0.9939991239740473
4.1825,-0.5536699413580254,0.6672381805555555,0.17209594713733736,1.0233640995241455
4.1899999999999995,-0.5498532006172875,0.6627350740740741,0.16393087998218533,1.006179475774331
4.1975,-0.5462664938271605,0.65867375,0.16739264883386964,1.0594162435934462
4.205,-0.5425129567901221,0.6543720462962963,0.16632064848193487,1.0754108464846053
4.2125,-0.5385851543209886,0.6496768564814814,0.17089366630635938,1.133755298911902
