T,E,M,C,X
3.5,-0.7998033244444395,0.8806466362962962,0.08731789120303096,0.15201036779555058
3.5075,-0.7978388676543239,0.8792892259259258,0.0861050688177366,0.15196740004014628
3.515,-0.7958607491358076,0.8779216362962963,0.08801510289972747,0.15627588588202232
3.5225,-0.7939258711111191,0.8765781844444445,0.08699923650060985,0.15586504355233924
3.53,-0.7919597802469093,0.8752162333333333,0.08835980165659288,0.1598259013675225
3.5375,-0.7899306217283864,0.8737894222222222,0.08990467182928542,0.16381185848077484
3.545,-0.7879544479012418,0.8724129088888889,0.08911900630484962,0.16340931276493603
3.5525,-0.7859011437037031,0.8709726755555555,0.08963383580691647,0.1658904621964825
3.56,-0.7839499644444401,0.8695973177777777,0.09049080974525857,0.1692274687515789
3.5675,-0.7817577259259288,0.8680456429629629,0.09123027289092568,0.17194595694129622
3.575,-0.7798173338271563,0.8666654037037037,0.09172445706745735,0.1748273732776467
3.5825,-0.7777452617283945,0.8651934666666666,0.09213594708553204,0.17684133559295945
3.59,-0.7755232785185133,0.8636224814814815,0.09301192942070124,0.18038788725067323
3.5975,-0.7735415259259277,0.8621889488888889,0.0940706243239021,0.18471778597911015
3.605,-0.771372370864191,0.8606362688888889,0.09497510539061972,0.1877478091005848
3.6125,-0.7693410306172868,0.8591808422222222,0.09555896369371747,0.1906074245644018
3.62,-0.7671350740740693,0.8575726437037037,0.09700519028023809,0.195518054347831
3.6275,-0.7649354049382627,0.8559815674074074,0.09554629031755592,0.19507863097740719
3.635,-0.7628116958024699,0.854443514074074,0.09590766134775672,0.1963083742510613
3.6425,-0.7605902834567916,0.8528063044444444,0.09884538918858543,0.20433759145454972
3.65,-0.7583454069135872,0.8511688881481481,0.09849968950277502,0.20685703313948542
3.6575,-0.7560997619753184,0.8495063488888889,0.10040680002901234,0.2119394120751429
3.665,-0.7539143841975329,0.8479059014814815,0.09948165525522613,0.2117494803764076
3.6725,-0.7516107995061693,0.8461972096296296,0.09990486133359157,0.21536433303641053
3.68,-0.7494104227160581,0.8445481985185185,0.10297606140990379,0.22452050076896304
3.6875,-0.7471330681481473,0.8428621725925926,0.10172666300300064,0.22372708786614398
3.695,-0.7448010627160611,0.8411038481481481,0.10275796610704074,0.22837093536469819
3.7025,-0.7424753279012317,0.8393379496296296,0.1030919100345114,0.23174578895562675
3.71,-0.7401048197530901,0.8375491007407407,0.10447423550662312,0.23746594932927992
3.7175,-0.737795176296297,0.8358117822222222,0.10466852104200329,0.24027967853500604
3.725,-0.7354625841975395,0.8340440222222222,0.10584955471582702,0.24516160757809835
3.7325,-0.7330239343209898,0.8321822703703703,0.10587412883828078,0.247789836820327
3.74,-0.7306530083950561,0.8303517474074074,0.10647139119157557,0.2528017649837467
3.7475,-0.7282311767901275,0.8284669585185185,0.10710047508324164,0.25726497892206945
3.755,-0.7257935545679047,0.8266095525925926,0.10755117826074982,0.25948761274887605
3.7625,-0.7232363698765389,0.8245951985185185,0.11039942272802038,0.2707995567296746
3.77,-0.7208684350617296,0.8227501792592592,0.10867557377157579,0.2686359719181062
3.7775,-0.7183882765432168,0.8208047162962963,0.10923146978597989,0.27215373752041444
3.785,-0.715840661234563,0.8188004481481481,0.1111859879239676,0.28339540887486536
