T,E,M,C,X
3.5,-0.7998649283950612,0.8806972444444444,0.08731682531503551,0.15234044420399837
3.5075,-0.7977844370370376,0.8792624185185185,0.08497678643611262,0.14956185655665558
3.515,-0.7958754493827119,0.8779278888888888,0.08705399335975036,0.15465111836566153
3.5225,-0.7941816987654278,0.8767800703703703,0.08423639243121149,0.15104843847817298
3.53,-0.7918677333333326,0.8751385851851852,0.0888865204736066,0.16054618124322104
3.5375,-0.7898487925925939,0.8737193777777778,0.08922272459344005,0.1635848722400476
3.545,-0.7877566320987627,0.8722808666666666,0.088478979508353,0.16141606703047098
3.5525,-0.7861823999999961,0.871166,0.0887995003645987,0.16505396503101957
3.56,-0.7838757111111178,0.8695531555555556,0.08933457510042242,0.16715294440360964
3.5675,-0.7818555925925901,0.8680991592592592,0.09193229690695132,0.1739526598552518
3.575,-0.7796711308641997,0.8665664407407407,0.09383316240932431,0.17888241219155201
3.5825,-0.7776731456790148,0.8651243074074074,0.093996842972792,0.18014976571408112
3.59,-0.7757118074074073,0.8637395555555555,0.09416627895027681,0.1831137953731209
3.5975,-0.7733963481481462,0.8620964999999999,0.09504621086297421,0.18529572675090034
3.605,-0.7715032000000012,0.8607486925925926,0.09450672630364937,0.18566449999953127
3.6125,-0.7690810345679081,0.8589791592592593,0.09368751665493195,0.18845025731966056
3.62,-0.7671888518518535,0.8576032444444444,0.09415886465915671,0.19030392558412154
3.6275,-0.7651845185185205,0.8561650481481481,0.09599445529490794,0.1941377113264444
3.635,-0.7626056000000017,0.8542950148148147,0.09553987172319645,0.1964669784955265
3.6425,-0.7604753160493825,0.8527318925925925,0.09784061275091148,0.2038979936351884
3.65,-0.7585140469135766,0.8512926,0.09677763797825804,0.20120210696728613
3.6575,-0.7561439728395054,0.8495324296296296,0.09900545444403405,0.21011747682285833
3.665,-0.7538178395061724,0.8478320814814815,0.10166840392287617,0.2178042893981136
3.6725,-0.7518242938271608,0.8463380703703703,0.1017961746654347,0.21912122074150248
3.68,-0.7495537234567894,0.8446874518518518,0.10063625668041928,0.21917288902090068
3.6875,-0.747157432098764,0.8428748148148147,0.10005816942240313,0.21934481350689242
3.695,-0.7447120123456781,0.8410313259259259,0.10436998291332307,0.2338849598095571
3.7025,-0.742501785185187,0.8393621407407407,0.10456929238983188,0.23434553249880755
3.71,-0.7402765753086452,0.8376938037037037,0.10367384593242635,0.23510115942031312
3.7175,-0.7377632370370341,0.8357669814814814,0.10888290265853942,0.25075786315491383
3.725,-0.7351625827160465,0.8337864814814815,0.10613023119953836,0.24604921662615886
3.7325,-0.7329064320987638,0.8320986481481482,0.10801701962306513,0.2533135586525426
3.74,-0.7306547135802465,0.8303515148148147,0.10734482055964409,0.25235621521076185
3.7475,-0.7281110098765431,0.8284102296296296,0.108665143131735,0.2580699487622306
3.755,-0.7258791604938242,0.826646437037037,0.1082174740059287,0.2627609691900941
3.7625,-0.7235353925925896,0.8248511,0.11100821569020744,0.27036376312364235
3.77,-0.7209214123456789,0.8228005481481481,0.10910516799495606,0.2712884568570698
3.7775,-0.7184927333333345,0.8209065629629629,0.11010676875539505,0.2759543876238781
3.785,-0.715760311111113,0.8187269148148147,0.11534677358022738,0.29408285379835925
3.7925,-0.7132748123456764,0.8167632185185185,0.1122902881586295,0.2891453235824092
3.8,-0.7108225679012337,0.8148127296296296,0.11125607853712323,0.28771743694960605
3.8075,-0.7080964592592564,0.8126181851851851,0.11513217819103559,0.3002151320952902
3.815,-0.705771237037037,0.8107455407407407,0.11614657604570777,0.3070762234866292
3.8225,-0.7030039703703688,0.8085132296296296,0.11508606710697744,0.31053459498318803
3.83,-0.7003452913580229,0.8064105333333333,0.11403341598572604,0.3112733592300532
3.8375,-0.6977862839506164,0.8043096037037036,0.11640046697989116,0.3235345108795559
3.8449999999999998,-0.6953763753086382,0.8023568148148148,0.11392471252472103,0.31355023116709896
3.8525,-0.6925635209876517,0.8000340518518518,0.11817772084230133,0.33073593490350767
3.86,-0.6897262370370347,0.7976468259259258,0.12014162894359866,0.34211607972778857
3.8675,-0.6872039481481468,0.7955964259259259,0.11965714461134687,0.34891947703919884
3.875,-0.6846020790123454,0.7934203555555556,0.12492042967761816,0.3661340347504348
3.8825,-0.681690133333333,0.7909938925925926,0.11833647183919926,0.3513493120879237
3.89,-0.6788497802469131,0.7886402555555555,0.1232039074242173,0.3707741378416136
3.8975,-0.67624079506173,0.7863973185185185,0.12324861904807718,0.38018902340178656
3.905,-0.6735196345679039,0.7840824296296296,0.12500741590455552,0.3877753185377505
3.9125,-0.6704898790123455,0.7815084888888889,0.1239476932734435,0.389835896092644
3.92,-0.6675778839506139,0.7790177962962963,0.12330679993049125,0.3886946855976819
3.9275,-0.6648849481481452,0.7766341999999999,0.1292457883463651,0.41898723597471055
3.935,-0.6619383629629613,0.7740964925925926,0.130366357977232,0.425684937763574
